customer_id,recency,frequency,monetary,segments
15976,164,2,430.94,Regular
15977,16,2,1054.73,Regular
15978,76,1,1098.78,Low Value
15980,88,3,2398.86,Regular
15981,24,8,3408.48,High Value
15983,21,4,1475.02,Regular
15984,2,10,2837.67,High Value
15985,122,2,1142.42,Regular
15986,29,1,168.12,Low Value
15987,11,7,1451.28,High Value
15988,18,1,158.03,Low Value
15990,43,2,792.11,Regular
15992,3,1,41.99,Low Value
15993,8,7,2797.57,High Value
15994,54,1,427.07,Low Value
15996,87,6,1060.68,Regular
15998,36,5,3089.97,Regular
16000,2,3,12393.7,Regular
16003,29,5,2735.37,High Value
16005,11,4,615.39,Regular
16006,210,1,101.4,Low Value
16007,47,4,1701.94,Regular
16008,23,3,478.78,Regular
16009,21,4,992.71,Regular
16010,245,3,407.5,Regular
16011,7,16,3362.71,High Value
16012,34,3,1415.29,Regular
16013,3,47,37130.6,High Value
16014,37,3,662.38,Regular
16015,3,3,705.39,Regular
16016,2,8,1508.76,High Value
16017,46,1,211.88,Low Value
16018,38,2,408.9,Regular
16019,46,9,3786.24,Regular
16020,16,3,851.01,Regular
16022,259,1,628.28,Low Value
16023,45,3,719.81,Regular
16024,11,1,251.24,Low Value
16025,29,1,439.66,Low Value
16026,42,1,236.09,Low Value
16027,91,6,934.62,Regular
16029,38,63,81024.84,Regular
16030,309,1,331.24,Low Value
16031,91,2,548.94,Regular
16033,5,20,8816.4,High Value
16034,195,3,437.7,Regular
16036,86,2,758.92,Regular
16037,269,3,855.02,Regular
16038,7,3,471.78,Regular
16040,64,3,1313.55,Regular
16041,30,3,3166.4,Regular
16042,21,5,1197.27,High Value
16043,37,4,773.99,Regular
16045,119,4,1340.7,Regular
16048,372,2,256.44,Regular
16049,39,3,1111.79,Regular
16050,173,1,137.9,Low Value
16052,53,1,362.06,Low Value
16053,32,2,1511.95,Regular
16054,144,1,783.9,Low Value
16055,220,1,134.8,Low Value
16056,44,1,664.85,Low Value
16057,15,7,2263.12,High Value
16059,65,6,1459.86,Regular
16062,9,4,1153.62,Regular
16063,259,1,335.32,Low Value
16065,364,1,372.09,Low Value
16066,16,5,1521.87,High Value
16070,21,2,852.15,Regular
16071,44,1,326.24,Low Value
16072,287,1,584.32,Low Value
16073,296,1,122.4,Low Value
16076,2,10,2234.73,High Value
16078,283,1,79.2,Low Value
16079,16,3,1352.0,Regular
16080,81,2,217.16,Regular
16081,55,5,2806.9,Regular
16083,100,2,1317.62,Regular
16084,298,1,436.18,Low Value
16085,22,5,981.51,High Value
16086,58,5,1121.39,Regular
16091,154,2,315.06,Regular
16092,114,3,817.86,Regular
16093,106,1,17.0,Low Value
16094,11,4,1078.23,Regular
16096,263,1,320.62,Low Value
16097,239,1,185.05,Low Value
16098,87,7,2005.63,Regular
16099,49,3,731.9,Regular
16101,70,1,1290.7,Low Value
16102,41,3,1842.14,Regular
16103,6,6,1429.64,High Value
16104,61,1,302.36,Low Value
16105,248,1,336.96,Low Value
16106,65,1,108.38,Low Value
16107,17,7,3204.16,High Value
16108,84,1,842.5,Low Value
16109,218,2,611.88,Regular
16110,44,3,1337.48,Regular
16112,142,4,195.74,Regular
16113,182,1,161.38,Low Value
16114,170,1,135.75,Low Value
16115,9,8,1667.97,High Value
16116,211,1,612.78,Low Value
16117,189,1,232.21,Low Value
16119,7,2,423.36,Regular
16120,58,4,1309.14,Regular
16121,56,2,867.11,Regular
16122,72,4,684.42,Regular
16123,51,1,307.78,Low Value
16124,316,1,249.0,Low Value
16125,366,1,289.35,Low Value
16126,28,4,6287.77,Regular
16127,38,1,656.25,Low Value
16128,17,5,1880.22,High Value
16131,51,6,3506.54,Regular
16133,3,33,14589.04,High Value
16134,21,2,618.09,Regular
16135,262,1,517.55,Low Value
16136,59,3,709.38,Regular
16139,18,3,635.41,Regular
16140,65,2,725.18,Regular
16141,87,1,620.4,Low Value
16142,249,1,535.34,Low Value
16143,2,6,2424.94,High Value
16144,246,1,175.2,Low Value
16145,8,11,3799.49,High Value
16146,156,3,734.13,Regular
16147,133,1,375.0,Low Value
16148,295,1,76.32,Low Value
16149,4,2,280.52,Regular
16150,42,5,2053.02,Regular
16152,268,1,1829.04,Low Value
16153,49,5,1824.23,Regular
16156,8,9,3122.04,High Value
16157,15,3,656.69,Regular
16159,281,1,348.2,Low Value
16160,64,2,1025.44,Regular
16161,1,19,5575.56,High Value
16162,251,1,37.4,Low Value
16163,231,2,856.6,Regular
16164,16,3,822.48,Regular
16168,10,27,3787.6,High Value
16169,7,4,1822.97,Regular
16170,50,6,1885.05,Regular
16171,58,1,73.2,Low Value
16172,94,5,1140.21,Regular
16173,15,6,1418.32,High Value
16174,125,3,1009.55,Regular
16175,93,4,1037.59,Regular
16177,49,1,331.95,Low Value
16178,137,1,197.9,Low Value
16179,60,1,215.83,Low Value
16180,99,8,10254.18,Regular
16181,72,1,305.54,Low Value
16182,71,4,6617.65,Regular
16183,66,1,338.71,Low Value
16184,63,6,1158.79,Regular
16185,16,2,529.41,Regular
16186,22,12,4006.94,High Value
16187,31,15,6911.44,Regular
16188,44,4,981.86,Regular
16189,15,2,215.48,Regular
16190,39,1,215.08,Low Value
16191,2,13,5180.52,High Value
16193,236,1,314.45,Low Value
16198,74,1,400.681,Low Value
16200,3,2,1080.62,Regular
16201,2,4,1863.47,Regular
16202,360,1,365.27,Low Value
16203,58,4,592.9,Regular
16204,22,1,405.71,Low Value
16205,30,4,761.38,Regular
16206,54,4,537.06,Regular
16207,24,1,394.38,Low Value
16208,44,2,664.26,Regular
16209,88,5,2262.62,Regular
16210,1,18,21086.3,High Value
16211,88,1,547.02,Low Value
16212,18,2,690.34,Regular
16213,78,1,159.0,Low Value
16214,170,3,1062.75,Regular
16215,80,1,242.35,Low Value
16216,266,1,914.93,Low Value
16217,234,2,304.25,Regular
16218,29,7,3084.68,High Value
16221,36,3,864.86,Regular
16222,317,1,846.72,Low Value
16224,56,4,1295.3,Regular
16225,44,5,1096.32,Regular
16226,202,3,255.12,Regular
16227,224,1,314.22,Low Value
16229,86,2,1010.6,Regular
16230,189,2,542.03,Regular
16232,43,4,990.88,Regular
16233,70,3,536.68,Regular
16235,40,5,867.31,Regular
16236,77,1,432.2,Low Value
16239,56,2,414.2,Regular
16240,23,2,3718.8,Regular
16241,9,13,2607.87,High Value
16242,7,7,3603.21,High Value
16243,33,2,409.1,Regular
16244,211,2,1522.75,Regular
16245,23,3,1413.66,Regular
16247,169,1,114.56,Low Value
16248,61,1,152.94,Low Value
16249,52,5,1800.07,Regular
16250,260,2,389.44,Regular
16253,66,2,3683.86,Regular
16255,16,8,2619.91,High Value
16256,266,1,752.43,Low Value
16257,176,1,46.95,Low Value
16258,44,5,5203.51,Regular
16260,50,1,1035.45,Low Value
16261,16,4,746.83,Regular
16265,8,9,5447.0,High Value
16266,73,7,861.89,Regular
16268,70,2,667.65,Regular
16270,352,1,1141.24,Low Value
16271,2,5,1429.24,High Value
16272,116,1,411.7,Low Value
16274,372,1,357.95,Low Value
16275,196,1,559.87,Low Value
16276,176,1,810.6,Low Value
16278,99,1,566.38,Low Value
16279,20,3,1509.58,Regular
16281,71,1,2062.06,Low Value
16282,339,1,168.3,Low Value
16283,5,5,1570.81,High Value
16284,30,2,823.97,Regular
16287,169,1,142.5,Low Value
16292,121,1,302.25,Low Value
16293,21,10,2248.99,High Value
16295,9,4,1328.55,Regular
16297,268,1,301.9,Low Value
16298,22,3,598.2,Regular
16302,126,1,233.22,Low Value
16303,25,3,5360.63,Regular
16305,138,1,361.22,Low Value
16306,213,6,632.27,Regular
16308,37,4,2560.0,Regular
16309,105,2,706.57,Regular
16311,17,2,616.26,Regular
16313,2,2,274.15,Regular
16315,330,1,226.37,Low Value
16316,63,8,2938.91,Regular
16317,119,3,1341.65,Regular
16318,34,1,328.15,Low Value
16319,217,1,404.4,Low Value
16320,171,2,1038.46,Regular
16321,71,5,373.65,Regular
16322,0,2,326.75,Regular
16323,195,1,207.5,Low Value
16324,127,3,428.68,Regular
16325,46,3,594.24,Regular
16326,5,14,3110.96,High Value
16327,13,6,3844.22,High Value
16330,17,3,251.91,Regular
16332,27,7,1593.2,High Value
16333,7,22,26626.8,High Value
16337,36,1,151.05,Low Value
16338,156,1,214.8,Low Value
16339,283,1,109.95,Low Value
16340,106,1,549.07,Low Value
16341,24,4,1971.87,Regular
16342,74,4,322.41,Regular
16343,15,2,370.48,Regular
16344,157,1,101.1,Low Value
16345,43,1,575.41,Low Value
16347,10,2,887.65,Regular
16348,31,7,1469.45,Regular
16349,290,1,53.5,Low Value
16350,20,4,1116.47,Regular
16351,332,1,153.9,Low Value
16352,17,2,494.44,Regular
16353,3,23,6675.71,High Value
16354,62,2,395.8,Regular
16356,197,3,211.77,Regular
16357,32,3,658.88,Regular
16358,0,4,2027.5,Regular
16359,6,9,1750.92,High Value
16360,4,6,3512.53,High Value
16361,9,4,896.66,Regular
16362,31,5,734.77,Regular
16363,52,1,109.36,Low Value
16364,11,2,707.04,Regular
16365,17,9,1540.42,High Value
16366,18,1,327.3,Low Value
16367,36,2,804.49,Regular
16368,1,2,497.43,Regular
16369,17,3,1553.66,Regular
16370,81,4,1320.56,Regular
16372,32,2,367.93,Regular
16374,65,2,473.03,Regular
16376,8,2,987.01,Regular
16377,266,1,676.2,Low Value
16378,246,3,362.95,Regular
16379,3,4,2157.4,Regular
16380,60,1,1780.59,Low Value
16383,74,2,668.36,Regular
16384,89,2,584.5,Regular
16385,59,3,555.89,Regular
16386,28,2,317.2,Regular
16387,322,1,94.36,Low Value
16389,52,4,1382.07,Regular
16392,269,1,221.19,Low Value
16393,1,13,3046.21,High Value
16394,56,5,1555.34,Regular
16395,60,5,1486.9,Regular
16398,153,2,1705.8,Regular
16399,18,2,408.57,Regular
16400,94,1,303.93,Low Value
16401,0,12,4098.32,High Value
16402,264,2,299.6,Regular
16403,311,1,177.5,Low Value
16404,69,1,443.05,Low Value
16405,301,2,167.25,Regular
16406,18,1,163.07,Low Value
16407,12,10,2126.93,High Value
16409,35,5,2028.88,Regular
16411,18,2,214.65,Regular
16412,53,1,151.83,Low Value
16413,56,1,262.2,Low Value
16414,21,2,126.25,Regular
16415,43,1,210.35,Low Value
16416,26,3,1051.4,Regular
16418,44,3,675.27,Regular
16419,112,6,972.23,Regular
16422,16,51,34684.4,High Value
16423,24,1,346.12,Low Value
16424,190,1,133.56,Low Value
16425,301,1,302.7,Low Value
16426,1,10,1908.25,High Value
16427,262,2,241.06,Regular
16429,105,1,284.55,Low Value
16430,56,1,300.85,Low Value
16431,212,3,642.81,Regular
16432,63,1,287.4,Low Value
16433,27,1,184.26,Low Value
16434,28,7,1522.25,High Value
16438,5,5,798.35,High Value
16440,7,5,3640.67,High Value
16441,66,2,381.2,Regular
16442,1,3,616.79,Regular
16444,45,4,654.67,Regular
16445,33,1,230.51,Low Value
16446,0,2,168472.5,Regular
16447,135,1,259.01,Low Value
16448,197,1,188.89,Low Value
16449,197,2,707.69,Regular
16450,149,1,311.92,Low Value
16451,87,1,266.97,Low Value
16454,44,2,6.9,Regular
16455,63,7,1841.18,Regular
16456,98,5,2158.37,Regular
16457,217,1,208.36,Low Value
16458,2,18,3482.74,High Value
16460,27,3,814.72,Regular
16461,177,1,151.42,Low Value
16462,73,3,136.0,Regular
16463,20,4,1422.4,Regular
16464,19,3,1314.68,Regular
16466,33,7,1603.46,Regular
16468,73,1,74.9,Low Value
16469,23,4,650.43,Regular
16470,51,4,762.39,Regular
16471,274,1,223.95,Low Value
16473,164,3,316.11,Regular
16474,6,7,1871.5,High Value
16475,87,4,544.3,Regular
16477,63,7,2494.46,Regular
16478,24,3,331.0,Regular
16479,9,2,300.83,Regular
16480,75,1,769.29,Low Value
16482,15,1,220.62,Low Value
16483,191,1,139.35,Low Value
16484,173,2,404.3,Regular
16485,76,1,363.65,Low Value
16488,32,3,498.8,Regular
16491,46,1,731.5,Low Value
16493,79,4,1351.63,Regular
16494,296,1,826.53,Low Value
16495,2,3,684.41,Regular
16496,8,3,1599.52,Regular
16497,49,6,2965.69,Regular
16498,160,2,100.97,Regular
16499,359,2,365.45,Regular
16500,4,6,400.86,High Value
16503,106,4,1431.93,Regular
16504,24,1,484.38,Low Value
16505,31,1,777.6,Low Value
16506,19,2,90.3,Regular
16509,296,1,363.7,Low Value
16510,371,1,248.1,Low Value
16511,21,3,950.26,Regular
16513,4,4,874.59,Regular
16515,51,5,1627.13,Regular
16516,29,1,101.7,Low Value
16517,276,1,162.7,Low Value
16518,60,2,484.32,Regular
16519,24,2,215.08,Regular
16520,185,3,1046.57,Regular
16523,1,21,9418.47,High Value
16525,1,26,13027.45,High Value
16526,171,1,290.36,Low Value
16527,80,1,228.06,Low Value
16528,3,1,244.41,Low Value
16529,189,1,455.25,Low Value
16531,21,7,1244.59,High Value
16532,17,3,6748.8,Regular
16533,18,3,1095.56,Regular
16535,4,1,593.75,Low Value
16536,109,1,548.97,Low Value
16539,2,4,1388.81,Regular
16542,53,1,119.62,Low Value
16545,164,1,339.3,Low Value
16546,290,2,787.15,Regular
16549,9,10,4154.64,High Value
16550,108,5,2298.97,Regular
16551,95,3,922.12,Regular
16552,242,2,379.73,Regular
16553,162,12,5719.82,Regular
16554,41,3,837.1,Regular
16555,34,2,285.89,Regular
16556,66,7,3313.79,Regular
16557,23,2,281.85,Regular
16558,0,20,8338.49,High Value
16560,26,2,841.41,Regular
16561,5,2,511.12,Regular
16563,53,1,1077.74,Low Value
16565,363,1,173.7,Low Value
16566,14,5,614.66,High Value
16567,193,2,865.6,Regular
16569,2,1,124.2,Low Value
16570,14,10,3738.4,High Value
16571,26,3,1421.69,Regular
16572,126,3,1009.6,Regular
16573,84,2,663.61,Regular
16574,70,1,451.44,Low Value
16581,182,1,105.84,Low Value
16582,112,1,313.62,Low Value
16583,373,1,233.45,Low Value
16584,79,2,936.08,Regular
16586,248,1,463.95,Low Value
16587,231,1,225.15,Low Value
16589,70,3,459.24,Regular
16591,68,1,213.5,Low Value
16592,3,16,4113.68,High Value
16593,50,3,330.03,Regular
16594,74,1,181.09,Low Value
16595,60,1,360.16,Low Value
16596,15,2,250.15,Regular
16597,3,1,90.04,Low Value
16598,285,1,145.05,Low Value
16600,3,6,813.52,High Value
16601,40,1,244.8,Low Value
16602,35,1,528.08,Low Value
16603,74,2,482.47,Regular
16607,17,14,3347.71,High Value
16609,14,7,5493.46,High Value
16610,218,1,75.66,Low Value
16611,185,1,129.49,Low Value
16612,32,4,1187.66,Regular
16613,69,1,618.59,Low Value
16614,182,1,506.19,Low Value
16616,14,2,500.42,Regular
16617,235,1,151.85,Low Value
16618,30,5,2647.59,High Value
16619,263,1,226.21,Low Value
16620,3,2,178.96,Regular
16621,51,4,813.48,Regular
16623,245,1,129.45,Low Value
16624,80,2,810.57,Regular
16625,274,1,333.08,Low Value
16626,0,17,4413.1,High Value
16627,78,1,322.8,Low Value
16628,29,5,2188.05,High Value
16629,73,2,417.73,Regular
16633,16,6,2883.1,High Value
16634,222,2,217.9,Regular
16637,31,4,1154.47,Regular
16638,22,10,1680.72,High Value
16639,30,3,1257.51,Regular
16641,105,1,231.1,Low Value
16642,4,2,688.33,Regular
16643,245,1,487.51,Low Value
16644,177,2,833.78,Regular
16647,169,2,214.06,Regular
16648,42,1,290.66,Low Value
16650,71,1,518.42,Low Value
16652,58,7,6773.97,Regular
16653,15,2,1212.66,Regular
16654,140,4,601.27,Regular
16655,17,6,3794.52,High Value
16656,21,15,8625.8,High Value
16657,9,4,933.62,Regular
16658,367,1,123.24,Low Value
16659,188,1,39.12,Low Value
16660,15,4,1267.65,Regular
16665,361,1,135.4,Low Value
16666,18,1,118.98,Low Value
16667,67,2,570.13,Regular
16668,14,6,306.72,High Value
16669,23,3,1374.87,Regular
16670,16,11,4095.9,High Value
16671,27,3,1692.27,Regular
16672,1,20,8134.94,High Value
16674,54,2,319.61,Regular
16676,33,4,1592.12,Regular
16678,2,12,3109.99,High Value
16679,365,1,129.75,Low Value
16680,42,1,183.7,Low Value
16681,72,6,1770.34,Regular
16682,4,5,1028.0,High Value
16684,3,28,66653.56,High Value
16685,60,2,324.24,Regular
16686,46,7,3062.83,Regular
16688,0,4,1260.86,Regular
16689,75,2,422.6,Regular
16690,71,2,225.58,Regular
16692,255,2,1276.0,Regular
16693,68,2,482.01,Regular
16696,134,4,657.9,Regular
16697,240,1,112.75,Low Value
16698,226,2,1998.0,Regular
16700,8,13,5076.55,High Value
16701,8,13,5398.3,High Value
16705,0,20,14034.99,High Value
16706,36,3,531.35,Regular
16708,45,1,656.63,Low Value
16709,84,5,3029.87,Regular
16710,18,10,2483.04,High Value
16711,2,5,1651.03,High Value
16712,8,11,3645.43,High Value
16713,18,15,6923.13,High Value
16714,218,3,1161.53,Regular
16715,77,1,301.72,Low Value
16716,266,2,901.2,Regular
16717,23,6,3858.38,High Value
16718,368,1,623.75,Low Value
16719,14,7,1790.42,High Value
16720,25,1,155.24,Low Value
16721,261,1,292.47,Low Value
16722,16,13,4730.81,High Value
16723,90,2,589.15,Regular
16725,301,7,781.02,Regular
16726,25,5,1382.02,High Value
16727,363,1,272.82,Low Value
16728,45,4,1054.67,Regular
16729,37,21,7239.92,Regular
16730,51,3,743.11,Regular
16732,31,1,603.75,Low Value
16734,51,3,650.51,Regular
16735,78,5,2300.56,Regular
16737,52,1,417.6,Low Value
16738,297,1,3.75,Low Value
16739,176,1,323.0,Low Value
16742,46,1,464.9,Low Value
16743,28,7,2238.09,High Value
16744,10,7,1304.76,High Value
16745,86,17,7194.3,Regular
16746,4,18,6697.66,High Value
16747,37,2,836.06,Regular
16748,17,5,1515.9,High Value
16750,44,5,623.93,Regular
16751,30,1,1764.72,Low Value
16752,372,1,207.5,Low Value
16753,57,1,223.92,Low Value
16754,371,1,2002.4,Low Value
16755,113,3,1496.83,Regular
16756,214,1,239.4,Low Value
16757,318,1,106.83,Low Value
16758,64,1,369.34,Low Value
16759,7,3,789.79,Regular
16761,96,1,316.62,Low Value
16762,19,3,1501.38,Regular
16763,198,1,611.85,Low Value
16764,3,13,2799.25,High Value
16765,293,1,34.0,Low Value
16766,272,2,1145.6,Regular
16767,30,11,5580.6,High Value
16768,47,3,478.09,Regular
16769,259,1,380.39,Low Value
16770,57,5,770.1,Regular
16771,32,5,2246.81,Regular
16773,56,1,171.59,Low Value
16774,67,4,661.52,Regular
16775,9,11,1695.66,High Value
16776,59,1,388.28,Low Value
16777,79,2,226.35,Regular
16778,73,2,245.94,Regular
16779,1,22,10629.72,High Value
16780,99,2,425.19,Regular
16781,371,1,311.25,Low Value
16782,9,13,2279.9,High Value
16784,19,1,107.6,Low Value
16788,122,2,597.48,Regular
16789,7,1,80.8,Low Value
16790,3,6,1545.62,High Value
16791,28,7,1721.78,High Value
16792,281,2,110.38,Regular
16793,56,1,243.84,Low Value
16794,0,10,1222.71,High Value
16795,364,1,414.88,Low Value
16796,88,1,305.62,Low Value
16800,10,1,1201.49,Low Value
16801,162,4,1619.73,Regular
16803,64,1,332.3,Low Value
16804,22,3,536.99,Regular
16805,173,2,460.59,Regular
16806,102,4,801.49,Regular
16807,142,3,1121.59,Regular
16808,98,2,288.42,Regular
16809,22,5,914.69,High Value
16810,191,1,309.54,Low Value
16811,4,2,547.07,Regular
16812,360,1,479.35,Low Value
16813,7,10,1692.98,High Value
16814,13,21,6509.1,High Value
16816,102,4,417.06,Regular
16817,2,9,1604.75,High Value
16818,10,11,3349.57,High Value
16820,95,1,497.61,Low Value
16823,226,1,358.38,Low Value
16824,15,2,460.64,Regular
16825,38,2,775.18,Regular
16826,50,1,341.7,Low Value
16828,92,2,128.5,Regular
16829,156,1,197.22,Low Value
16830,38,1,325.91,Low Value
16832,183,3,199.15,Regular
16833,0,4,1106.53,Regular
16834,227,1,413.46,Low Value
16835,127,2,180.85,Regular
16836,39,2,251.87,Regular
16837,30,11,3170.98,High Value
16838,196,2,588.85,Regular
16839,8,34,16594.35,High Value
16841,36,6,1869.82,Regular
16842,100,3,1264.19,Regular
16843,42,16,10196.57,Regular
16846,49,1,214.32,Low Value
16847,42,1,193.44,Low Value
16848,52,1,281.42,Low Value
16849,186,1,124.57,Low Value
16850,333,1,332.41,Low Value
16851,3,3,342.45,Regular
16852,9,2,144.91,Regular
16855,23,2,328.4,Regular
16856,14,1,35.4,Low Value
16858,368,1,375.69,Low Value
16859,144,2,747.81,Regular
16861,59,2,173.76,Regular
16863,30,2,502.8,Regular
16866,140,3,207.74,Regular
16869,22,4,825.42,Regular
16871,21,6,2812.34,High Value
16872,76,3,680.02,Regular
16873,4,6,7123.62,High Value
16875,66,5,2095.53,Regular
16877,11,6,853.72,High Value
16878,83,1,13.3,Low Value
16880,30,7,1519.08,High Value
16881,66,1,432.0,Low Value
16882,66,3,705.12,Regular
16883,186,2,276.73,Regular
16884,37,2,429.84,Regular
16885,14,3,471.51,Regular
16887,34,1,194.88,Low Value
16889,194,3,1578.67,Regular
16891,1,5,809.7,High Value
16892,0,5,525.54,High Value
16893,366,1,145.93,Low Value
16895,64,1,219.14,Low Value
16897,298,2,289.78,Regular
16898,25,3,508.81,Regular
16899,7,6,1281.56,High Value
16900,16,3,887.11,Regular
16902,115,1,1706.88,Low Value
16903,28,1,373.24,Low Value
16904,3,16,3754.27,High Value
16905,4,7,3102.43,High Value
16906,81,4,579.77,Regular
16907,28,5,981.65,High Value
16909,71,1,379.14,Low Value
16910,3,8,1510.06,High Value
16912,28,11,2575.38,High Value
16913,289,1,113.44,Low Value
16914,35,1,208.46,Low Value
16915,8,6,621.68,High Value
16916,23,2,576.26,Regular
16917,276,1,391.52,Low Value
16918,49,6,1068.82,Regular
16919,155,11,2596.45,Regular
16921,60,1,169.79,Low Value
16923,11,19,7247.61,High Value
16924,20,3,846.75,Regular
16926,370,1,230.25,Low Value
16927,115,3,543.05,Regular
16928,79,17,2847.6,Regular
16929,3,7,1295.39,High Value
16930,25,3,380.55,Regular
16931,4,21,4604.22,High Value
16932,52,1,161.94,Low Value
16933,0,2,563.23,Regular
16934,54,2,950.93,Regular
16936,25,1,262.68,Low Value
16938,8,4,2736.38,Regular
16940,51,3,3049.88,Regular
16942,12,9,1920.59,High Value
16943,211,3,816.73,Regular
16945,21,19,4345.5,High Value
16947,235,1,406.48,Low Value
16948,138,3,435.02,Regular
16949,3,6,1286.27,High Value
16950,56,3,1178.56,Regular
16951,134,3,1277.75,Regular
16952,108,2,167.61,Regular
16953,29,1,20.8,Low Value
16954,0,9,2085.08,High Value
16955,184,4,518.67,Regular
16956,17,1,308.74,Low Value
16957,238,2,416.64,Regular
16959,86,1,117.35,Low Value
16960,38,3,507.05,Regular
16961,115,1,234.17,Low Value
16963,186,1,110.55,Low Value
16965,226,1,201.19,Low Value
16966,7,7,2154.97,High Value
16967,188,1,319.02,Low Value
16968,3,2,439.43,Regular
16969,38,3,650.41,Regular
16971,37,1,357.21,Low Value
16976,266,1,251.52,Low Value
16978,77,1,344.33,Low Value
16979,3,6,1852.0,High Value
16980,254,2,1078.96,Regular
16982,60,1,384.06,Low Value
16983,12,7,1931.25,High Value
16984,87,2,4481.35,Regular
16985,16,10,5464.12,High Value
16986,29,2,1873.2,Regular
16987,2,7,1625.05,High Value
16988,4,1,126.12,Low Value
16989,6,6,1133.25,High Value
16990,218,1,179.0,Low Value
16992,10,5,1614.31,High Value
16996,29,6,1456.96,High Value
16997,287,3,702.0,Regular
16998,149,4,295.0,Regular
16999,22,2,484.82,Regular
17001,0,11,3989.57,High Value
17002,85,3,1493.73,Regular
17004,45,2,1412.94,Regular
17006,4,4,781.78,Regular
17007,50,6,889.93,Regular
17010,17,1,195.36,Low Value
17011,29,1,270.9,Low Value
17014,7,3,586.33,Regular
17015,28,3,1842.56,Regular
17017,2,20,8694.26,High Value
17018,40,2,920.1,Regular
17019,10,4,1272.61,Regular
17022,30,1,71.0,Low Value
17024,44,3,95.85,Regular
17025,60,3,357.77,Regular
17026,184,2,154.83,Regular
17027,78,6,890.29,Regular
17029,110,2,716.0,Regular
17030,63,1,146.87,Low Value
17031,11,2,380.35,Regular
17033,85,3,1030.14,Regular
17034,15,3,745.52,Regular
17035,245,2,433.53,Regular
17037,87,1,1267.32,Low Value
17038,29,1,112.4,Low Value
17040,137,1,449.73,Low Value
17041,26,3,1081.57,Regular
17042,2,5,1044.38,High Value
17043,31,4,1735.18,Regular
17044,24,1,948.48,Low Value
17045,112,3,339.44,Regular
17046,156,1,642.02,Low Value
17047,84,3,1100.9,Regular
17048,117,3,925.35,Regular
17049,2,9,5659.98,High Value
17050,95,6,3228.84,Regular
17051,193,1,247.14,Low Value
17052,27,1,413.75,Low Value
17053,130,1,498.48,Low Value
17054,27,5,1356.33,High Value
17058,81,3,1179.89,Regular
17059,29,5,3095.04,High Value
17060,265,1,234.24,Low Value
17061,73,11,5232.23,Regular
17062,313,4,538.37,Regular
17063,20,7,1461.14,High Value
17064,58,3,859.35,Regular
17068,11,21,4552.14,High Value
17069,27,9,2709.7,High Value
17070,113,1,312.14,Low Value
17071,27,9,2429.03,High Value
17073,17,4,1446.09,Regular
17075,17,4,834.12,Regular
17076,35,3,841.08,Regular
17078,35,2,378.2,Regular
17079,77,1,118.8,Low Value
17080,21,2,287.62,Regular
17081,24,2,290.16,Regular
17082,32,2,2003.85,Regular
17083,108,3,1405.78,Regular
17084,34,2,2949.75,Regular
17085,122,5,1566.65,Regular
17086,6,6,2050.08,High Value
17088,27,4,1991.01,Regular
17090,3,7,2043.95,High Value
17091,2,9,3827.76,High Value
17092,49,4,1777.78,Regular
17094,321,1,302.0,Low Value
17095,22,3,1324.16,Regular
17096,14,4,1022.13,Regular
17097,1,8,954.42,High Value
17100,17,2,971.74,Regular
17101,9,4,1621.73,Regular
17102,261,1,25.5,Low Value
17105,158,2,665.78,Regular
17107,32,6,10815.43,Regular
17109,28,6,885.04,High Value
17110,164,1,163.3,Low Value
17111,46,1,248.61,Low Value
17114,5,8,808.62,High Value
17115,7,3,837.5,Regular
17117,287,1,116.2,Low Value
17118,317,1,157.02,Low Value
17119,2,2,606.91,Regular
17120,232,1,307.46,Low Value
17122,118,1,138.32,Low Value
17123,161,1,345.3,Low Value
17124,184,1,298.89,Low Value
17125,49,1,259.35,Low Value
17126,151,5,1004.75,Regular
17128,334,1,157.09,Low Value
17131,4,5,2463.17,High Value
17133,15,7,4892.24,High Value
17134,106,2,425.0,Regular
17135,15,7,1139.73,High Value
17138,275,1,380.5,Low Value
17139,15,12,10668.47,High Value
17140,246,1,465.32,Low Value
17142,238,1,579.0,Low Value
17144,0,2,984.57,Regular
17146,105,3,749.78,Regular
17147,22,4,1714.59,Regular
17148,51,1,124.88,Low Value
17152,194,3,1689.5,Regular
17153,23,1,213.78,Low Value
17154,74,1,329.34,Low Value
17155,17,2,251.7,Regular
17157,7,2,319.0,Regular
17158,31,3,1266.97,Regular
17159,21,3,1538.88,Regular
17160,30,6,3518.03,High Value
17162,28,10,1715.46,High Value
17163,21,2,293.1,Regular
17164,32,7,2467.35,Regular
17165,283,1,158.68,Low Value
17166,38,2,206.34,Regular
17169,57,2,835.78,Regular
17171,288,1,224.91,Low Value
17172,78,1,317.76,Low Value
17173,4,8,3766.6,High Value
17174,217,1,59.9,Low Value
17175,43,4,1443.69,Regular
17176,201,1,306.13,Low Value
17179,177,3,711.79,Regular
17180,55,4,796.03,Regular
17181,56,2,239.92,Regular
17183,7,6,3347.31,High Value
17186,46,2,144.0,Regular
17187,226,1,203.95,Low Value
17188,10,7,2474.23,High Value
17189,105,2,384.4,Regular
17190,58,2,444.74,Regular
17191,27,7,2095.13,High Value
17193,35,7,1699.3,Regular
17194,273,2,262.62,Regular
17197,29,1,1013.01,Low Value
17198,23,3,692.22,Regular
17201,53,1,342.63,Low Value
